Food Resource Type,Agency,Location,Operational Status,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated,bank_id
meal,Teen Feed,University Congregational Church,open,Youth and Young Adults,"4515 16Th Ave Ne, Seattle, Wa 98105",47.6617835,-122.3111496,(206)-229-0813,https://www.teenfeed.org/programs/,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",8/12/2025,foodbank174
meal,Sound Generations,Kawabe Memorial House,open,Older Adults 60+ and Eligible Participants,"221 18Th Ave S, Seattle, Wa 98144",47.6003875,-122.3092827,(206)-322-4550,https://kawabehouse.org/meiji-kai-menu/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/5/2025,foodbank175
food bank & meal,Sound Generations,Northshore Senior Center,open,Older Adults 60+ and Eligible Participants,"10201 E Riverside Dr, Bothell, Wa 98011",47.7560448,-122.2026247,(425)-487-2441,https://www.northshoreseniorcenter.org/programs-services/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/5/2025,foodbank176
meal,Sound Generations,Renton Senior Center,open,Older Adults 60+ and Eligible Participants,"211 Burnett Ave N, Renton, Wa 98057",47.4861262,-122.2077373,(425)-430-6633,https://www.rentonwa.gov/cms/one.aspx?pageId=8715840,"Monday, Tuesday, Wednesday, Thursday, Friday",8/7/2025,foodbank177
meal,Sound Generations,Shoreline Lake Forest Park Senior Center,open,Older Adults 60+ and Eligible Participants,"18560 1St Ave Ne, Bldg G, Shoreline, Wa 98155",47.7654839,-122.3280209,(206)-365-1536,https://www.shorelinelfpseniorcenter.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/7/2025,foodbank178
meal,Sound Generations,Sno-Valley Senior Center,open,Older Adults 60+ and Eligible Participants,"4610 Stephens Ave, Carnation, Wa 98014",47.6488782,-121.914727,(425)-333-4152,https://www.snovalleysenior.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/5/2025,foodbank179
meal,Sound Generations,Southeast Seattle Senior Center,open,Older Adults 60+ and Eligible Participants,"4655 S Holly St, Seattle, Wa 98118",47.5422737,-122.2729875,(206)-727-6248,https://www.soundgenerations.org/our-programs/food-security/community-dining/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/12/2025,foodbank180
food bank & meal,Sound Generations,West Seattle Senior Center,open,Older Adults 60+ and Eligible Participants,"4217 Sw Oregon St, Seattle, Wa 98116",47.5626975,-122.3864553,(206)-932-4044,https://sc-ws.org/services/food-and-dining/,"Monday, Tuesday, Wednesday, Thursday, Friday",8/5/2025,foodbank181
meal,Sound Generations & SPS,Northgate Community Center,open,Contact Agency for Any Eligibility Requirements,"10510 5Th Ave Ne, Seattle, Wa 98125",47.7054887,-122.3221733,(206)-538-6567,https://www.soundgenerations.org/our-programs/food-security/community-dining/,Tuesday,8/5/2025,foodbank182
meal,Sound Generations & SPS,Yesler Community Center,open,Older Adults 60+ and Eligible Participants,"917 E Yesler Way, Seattle, Wa 98122",47.60151,-122.3202219,(206)-227-8659,https://www.soundgenerations.org/our-programs/food-security/community-dining/,"Monday, Thursday",8/5/2025,foodbank183
meal,YMCA of Greater Seattle - University Family,YMCA of Greater Seattle - University Family,open,Contact Agency for Any Eligibility Requirements,"5003 12Th Ave Ne, Seattle, Wa 98105",47.6653128,-122.3155223,(206)-524-1400,https://www.ymca.org/what-we-do/youth-development/food-programs/summer,"Monday, Tuesday, Wednesday, Thursday, Friday",8/12/2025,foodbank184
meal,Edible Hope Kitchen,St Paul's United Church of Christ,open,General Public,"6512 12Th Ave Nw, Seattle, Wa 98107",47.6704508,-122.3870101,(206)-784-3119,https://www.ediblehopekitchen.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",2/1/2026,foodbank185
food bank,St. Stephen the Martyr Catholic Church,Food Bank,open,Contact Agency for Any Eligibility Requirements,"13055 Se 192Nd St, Renton, Wa 98058",47.4292298,-122.1662234,(253)-631-1940,https://www.ststephenslife.com/food-bank,"Monday, Wednesday, Friday",8/12/2025,foodbank186
meal,Sound Generations,East African Senior Program (RBUFW),open,Older Adults 60+ and Eligible Participants,"5513 S Cloverdale St, Seattle, Wa 98118",47.5261434,-122.2624573,(206)-227-8659,https://www.soundgenerations.org/our-programs/food-security/community-dining/,"Tuesday, Friday",8/5/2025,foodbank187
food bank,The Food Bank @ St. Mary's,The Food Bank @ St. Mary's,open,General Public,"611 20Th Ave S, Seattle, Wa 98144",47.5972377,-122.3065791,(206)-324-7215,https://www.thefbsm.org/services,"Monday, Wednesday, Friday",8/7/2025,foodbank188
meal,The Interfaith Council to Prevent Homelessness (IFCH) Community Meals,Vashon Methodist Church,open,Contact Agency for Any Eligibility Requirements,"17928 Vashon Hwy Sw, Vashon, Wa, 98070",47.444043,-122.4602001,(206)-643-5169,https://ifchvashon.org/,"Monday, Tuesday, Wednesday",8/12/2025,foodbank189
food bank,"The Storehouse, Covington Food Bank",Real Life Church,open,General Public,"26201 180Th Ave Se, Covington, Wa 98042",47.3662588,-122.1027806,(253)-631-3038,https://covingtonstorehouse.org/assistance,"Monday, Friday, Saturday",8/5/2025,foodbank190
food bank,Tilth  Alliance Market Program,South Seattle  - Rainier Beach,open,General Public,"5513 S Cloverdale St, Seattle, Wa 98118",47.5261434,-122.2624573,(206)-633-0451,https://tilthalliance.square.site/,Thursday,8/7/2025,foodbank191
meal,Tolt Congregational United Church of Christ,Tolt Congregational United Church of Christ,open,General Public,"4851 Tolt Ave, Carnation, Wa 98014",47.6505667,-121.9128635,(425)-333-4254,https://toltucc.org/,Wednesday,8/12/2025,foodbank192
meal,Trinity Community Church,Hungry Soul Cafe,open,General Public,"3807 Reith Rd, Kent, Wa 98032",47.3692477,-122.2844903,(253)-852-1044,https://www.facebook.com/JesusatTrinity/,Wednesday,8/5/2025,foodbank193
food bank,Tukwila Pantry,Riverton Park United Methodist Church,open,General Public,"3118 S 140Th St, Tukwila, Washington 98168, United States",47.4784931,-122.2924379,(206)-431-8293,https://tukwilapantry.org/,"Tuesday, Thursday, Saturday",8/7/2025,foodbank194
meal,Ukrainian Community Center,Iraqi Community Center of Washington,open,General Public,"11010 Se 248Th St, Kent, Wa 98030",47.3811974,-122.1937157,(253)-243-7744,https://uccwa.org/,Unknown,8/5/2025,foodbank195
meal,Ukrainian Community Center,Ukrainian Community Center of WA - Federal Way,open,Older Adults 60+ and Eligible Participants,"1430 S 330Th St, Federal Way, Wa 98003",47.3067079,-122.3154071,(425)-430-8229,https://uccwa.org/,Thursday,8/5/2025,foodbank196
meal,Ukrainian Community Center,Ukrainian Community Center of WA - Seattle,open,Older Adults 60+ and Eligible Participants,"13470 Martin Luther King Jr Way S, #5210, Seattle, Wa 98178",47.7240367,-122.3486525,(425)-430-8229,https://uccwa.org/,Tuesday,8/5/2025,foodbank197
meal,United Indians of All Tribes Foundation (UIATF),UIATF Labatyeh Youth Home,open,Older Adults 60+ and Eligible Participants,"9010 13Th Ave Nw, Seattle, Wa 98117",47.6946156,-122.3723726,(206)-285-4425,https://www.unitedindians.org/,Wednesday,8/12/2025,foodbank198
food bank,University District Service League,Magnuson Park Community Food Pantry,open,General Public,"7101  62Nd Ave Ne, Seattle, Wa 98115",47.6805765,-122.262898,(206)-523-7060,https://www.udistrictfoodbank.org/services/magnuson-park-community-food-pantry/,Wednesday,8/5/2025,foodbank199
food bank,University District Service League,University District Food Bank,open,General Public,"5017 Roosevelt Way Ne, Seattle, Wa 98105",47.6655387,-122.3178395,(206)-523-7060,https://www.udistrictfoodbank.org/services/,"Monday, Tuesday, Thursday, Friday",8/7/2025,foodbank200
food bank,Urban Fresh Food Collective of South Park,Duwamish River Community Hub,open,General Public,"8600 14Th Ave S, Seattle, Wa 98108",47.5262667,-122.3147529,Not Available,Not Available,Tuesday,8/5/2025,foodbank201
food bank,Urban Fresh Food Collective of South Park,Duwamish Waterway Park,open,General Public,"7900 10Th Ave Sw, Seattle, Wa 98106",47.5317619,-122.3478091,Not Available,https://cultivatesouthpark.org/mercadito,Saturday,8/5/2025,foodbank202
meal,Urban Fresh Food Collective of South Park,South Park Community Center,open,General Public,"8319 8Th Ave S, Seattle, Wa 98108",47.5284221,-122.3240431,(206)-809-9691,https://www.urbanfreshfoodcollective.org/covid19,"Monday, Wednesday, Thursday",8/5/2025,foodbank203
food bank,Vashon Maury Community Food Bank,Vashon Maury Community Food Bank,open,General Public,"10030 Sw 210Th St, #4, Vashon, Wa 98070",47.4185981,-122.4664519,(206)-463-6332,https://www.vashonfoodbank.org/,"Wednesday, Thursday, Friday",8/12/2025,foodbank204
meal,Vashon Maury Community Food Bank,Vashon Maury Community Food Bank,open,Youth and Young Adults,"17130 Vashon Hwy Sw #1608, Vashon, Wa 98070",47.4007316,-122.4688031,(206)-463-6332,https://www.vashonfoodbank.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",2/1/2025,foodbank205
meal,Victory Outreach Seattle,Victory Outreach Seattle,open,Contact Agency for Any Eligibility Requirements,"824 108Th St Sw, Seattle, Wa  98146",47.5068483,-122.3456315,(206)-244-8184,https://www.voseattle.com/ministries/,Unknown,8/5/2025,foodbank206
food bank,West Seattle Food Bank,West Seattle Food Bank,open,General Public,"3419 Sw Morgan St, Seattle, Wa 98126",47.5444292,-122.3758291,(206)-932-9023,https://www.westseattlefoodbank.org/,"Tuesday, Wednesday, Thursday, Friday",8/5/2025,foodbank207
food bank,White Center Food Bank,White Center Food Bank,open,General Public,"10016 16Th Ave Sw, Seattle, Wa 98146",47.5131743,-122.3548275,(206)-762-2848,https://www.whitecenterfoodbank.org/service-hours,"Monday, Wednesday, Thursday, Friday",8/7/2025,foodbank208
food bank,Woodinville Store House,Woodinville Store House,open,General Public,"17110 140Th Ave Ne, Woodinville, Wa 98072",47.7520872,-122.1518646,(425)-384-9274,https://www.woodinvillestorehouse.org,"Tuesday, Saturday",8/5/2025,foodbank209
meal,Phinney Neighborhood Association,St. John United Lutheran Church,open,General Public,"5515 Phinney Ave N, Seattle, Wa 98103",47.6687125,-122.3548026,(206)-783-2244,https://www.phinneycenter.org/hotmeal/,"Monday, Tuesday, Wednesday",8/12/2025,foodbank210
meal,YouthCare,Orion Center,open,Youth and Young Adults,"1828 Yale Ave, Seattle, Wa 98101",47.6182683,-122.3305192,(206)-622-5555,https://www.youthcare.org/homeless-youth-services/engagement-services/youthcares-orion-center/,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",8/7/2025,foodbank211
meal,YouthCare,U-District Youth Center,open,Youth and Young Adults,"4516 15Th Ave Ne, Seattle, Wa 98105",47.661853,-122.311609,(206)-622-5555,https://www.youthcare.org/get-help/,"Sunday, Monday, Tuesday, Wednesday, Thursday",8/12/2025,foodbank212
food bank,YWCA,Central Area Food Bank,open,General Public,"2820 E Cherry St, Seattle, Wa 98122",47.608328,-122.2958409,(206)-375-1496,https://www.ywcaworks.org/programs/central-area-food-bank,Wednesday,8/5/2025,foodbank213
food bank,Cultivate South Park,Cultivate South Park,open,General Public,"614 S Riverside Drive, Seattle, Wa 98108",47.5350237,-122.3263116,Not Available,https://www.cultivatesouthpark.org,"Tuesday, Friday",11/5/2025,foodbank214
meal,Vashon Maury Community Food Bank,Vashon Maury Community Food Bank,open,Youth and Young Adults,"10500 Sw 228Th St, Vashon, Wa 98070",47.4007749,-122.4688823,(206)-463-6332,https://www.vashonfoodbank.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",2/1/2025,foodbank215
meal,Vashon Senior Center,Vashon Senior Center,open,Older Adults 55+ Who Have Requested Meals,"10004 Sw Bank Rd, Vashon, Wa 98070",47.4475822,-122.4620178,(206)-463-5173,https://www.vashoncenter.org/lunch-delivery,"Monday, Wednesday, Friday",8/5/2025,foodbank216
food bank,Kent Food Bank and Emergency Services,Birch Creek Apartment,open,General Public,"27360 129Th Place S., Kent, Wa 98030",47.3546154,-122.1695967,(253)-520-3550,https://www.kentfoodbank.org/,Monday,2/1/2026,foodbank217
food bank & meal,Alimentando al Pueblo,Alimentando al Pueblo,open,General Public,"15003 14Th Ave Sw, Burien, Wa 98166",47.468217,-122.3529814,(206)-636-9575,https://www.alimentandoalpueblo.org/,Unknown,2/4/2026,foodbank218
meal,Bakhita Gardens,Bakhita Gardens,open,Contact Agency for Any Eligibility Requirements,"118 Bell St, Seattle, Wa 98121",47.6139347,-122.3459893,(206)-456-3100,https://ccsww.org/services/rose-of-lima-house/,Wednesday,2/4/2026,foodbank219
food bank,Brooklake Church,Brooklake Church,open,General Public,"629 S 356Th St, Federal Way, Wa 98003",47.282046,-122.3256676,(253)-517-8198,https://www.brooklake.org/,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",2/4/2026,foodbank220
food bank,Center for MultiCultural Health,Center for MultiCultural Health,open,Contact Agency for Any Eligibility Requirements,"801 25Th Ave, Seattle, Wa 98122",47.609283,-122.3005353,(206)-461-6910,https://www.centerformulticulturalhealth.org/,Friday,2/4/2026,foodbank221
meal,Chief Seattle Club,Chief Seattle Club,open,Contact Agency for Any Eligibility Requirements,"410 2Nd Ave Ext S, Seattle, Wa 98104",47.6012206,-122.3310925,(206)-715-7536,https://www.chiefseattleclub.org/,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",2/4/2026,foodbank222
food bank,Community Resource Network,Community Resource Network,open,Contact Agency for Any Eligibility Requirements,"14390 Ne 189Th Pl, Woodinville,  Wa 98072",47.7647921,-122.1483885,(425)-481-4497,https://circliving.org/community/greenbrier-senior-apartments/,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",2/4/2026,foodbank223
food bank,Community Resource Network,Community Resource Network,open,General Public,"14616 35Th Ave Se, Mill Creek,  Wa 98012",47.8647339,-122.1870411,(253)-661-1250,https://www.ourventure.church/kb-programs-events,Monday,2/4/2026,foodbank224
food bank,Community Resource Network,Light House Four Square Church,open,Contact Agency for Any Eligibility Requirements,"15725 Simonds Rd Ne, Kenmore, Wa 98028",47.7430346,-122.2277786,Not Available,https://lighthouse4square.org/,Unknown,2/4/2026,foodbank225
food bank,Community Resource Network,Community Resource Network,open,General Public,"604 Ave C E, Snohomish, Wa 98290",47.9194448,-122.0965079,(360)-568-5886,https://www.mycrossview.com/,"Monday, Wednesday",2/4/2026,foodbank226
food bank,Ember Church,Ember Church,open,General Public,"14434 Ne 8Th St, Bellevue, Wa 98007",47.6176373,-122.1463239,(425)-954-7036,https://emberchurch.org/,"Sunday, Monday",2/4/2026,foodbank227
food bank & meal,For All,For All,open,General Public,"903 E Yesler Wy, Seattle, Wa 98122",47.6011076,-122.3215355,Not Available,https://www.freefoodforall.org/,"Sunday, Saturday",2/4/2026,foodbank228
food bank,Friends of the Children Seattle,Friends of the Children Seattle,open,Contact Agency for Any Eligibility Requirements,"4436 Rainier Ave, Seattle Wa 98118",47.5630626,-122.2875122,(206)-328-3535,http://friendsseattle.org/,Unknown,2/4/2026,foodbank229
meal,Hunger Intervention Program,Aki Kurose Village,open,Contact Agency for Any Eligibility Requirements,"11506 Stone Ave N, Seattle, Wa 98133",47.7127728,-122.3415655,(206)-538-6567,https://hungerintervention.org/,Unknown,2/4/2026,foodbank230
meal,Hunger Intervention Program,Lamb of God Lutheran Church,open,Contact Agency for Any Eligibility Requirements,"12509 27Th Ave Ne, Seattle, Wa 98125",47.7196732,-122.2996593,(206)-538-6567,https://hungerintervention.org/,Unknown,2/4/2026,foodbank231
meal,Hunger Intervention Program,Lake City Court,open,Contact Agency for Any Eligibility Requirements,"12536 33Rd Ave Ne, Seattle, Wa 98125",47.7203805,-122.2917535,(206)-538-6567,https://hungerintervention.org/,Unknown,2/4/2026,foodbank232
meal,Hunger Intervention Program,Hunger Intervention Program,open,Contact Agency for Any Eligibility Requirements,"3841 Ne 123Rd St Seattle, Wa 98122",47.717042,-122.2857324,(206)-538-6567,https://hungerintervention.org/,Unknown,2/4/2026,foodbank233
food bank,ICNA Relief,ICNA Relief,open,General Public,"6721 Martin Luther King Jr Way S, Seattle, Wa 98118",47.541886,-122.284044,(206)-695-2080,https://icnarelief.org/washington/,Thursday,2/4/2026,foodbank234
food bank,IHCGM,IHCGM,open,Contact Agency for Any Eligibility Requirements,"30815 B  Pacific Highway S, Federal Way, Wa 98003",47.3254052,-122.3139776,(206)-592-2626,Not Available,Thursday,2/4/2026,foodbank235
food bank & meal,Iu Mien American Association (IMAA),Iu Mien American Association (IMAA),open,General Public,"126 Logan Ave S, Renton, Wa 98057",47.481806,-122.2087821,(206)-723-6834,https://imaa-seattle.org/,Friday,2/4/2026,foodbank236
food bank,King of Kings Foodbank,King of Kings Foodbank,open,General Public,"18207 108Th Ave Se Renton, Wa 98055",47.4391217,-122.1979638,(425)-226-1480,https://www.king-of-kings.org/,"Monday, Tuesday, Wednesday, Saturday",2/4/2026,foodbank237
food bank,Lutheran Community Services NW,Lutheran Community Services NW,open,General Public,"4040 S 188Th St, Suite 100, Seatac, Wa 98188",47.4347675,-122.2824819,(206)-901-1685,https://www.lcsnw.org/,Thursday,2/4/2026,foodbank238
food bank,NW Life Foundation,NW Life Foundation,open,Youth and Young Adults,"13120 Se 192Nd St, Renton, Wa 98058",47.4309146,-122.1659094,(253)-638-8470,https://nwlifefoundation.com/,"Tuesday, Wednesday, Thursday, Friday",2/4/2026,foodbank239
meal,"Operation Sack Lunch, Inc.",OSL,open,General Public,"115 S Brandon St, Seattle, Wa 98108",47.5539241,-122.3331017,(206)-347-6629,https://www.oslserves.org/,Unknown,2/4/2026,foodbank240
meal,"Operation Sack Lunch, Inc.",YWCA Opportunity Place,open,Contact Agency for Any Eligibility Requirements,"2024 3Rd Ave, Seattle, Wa 98121",47.6130256,-122.3415787,(206)-347-6629,https://www.oslserves.org/,Unknown,2/4/2026,foodbank241
meal,"Operation Sack Lunch, Inc.",OSL,open,General Public,"3841 Ne 123Rd St, Seattle, Wa 98125",47.717042,-122.2857324,(206)-347-6629,https://www.oslserves.org/,Wednesday,2/4/2026,foodbank242
meal,"Operation Sack Lunch, Inc.",OSL,open,Contact Agency for Any Eligibility Requirements,"700 Virginia St, Seattle, Wa 98101",47.6153602,-122.3374101,(206)-347-6629,https://www.oslserves.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",2/4/2026,foodbank243
food bank,Pacific Islander Community Association,Pacific Islander Community Association,open,General Public,"33710 9Th Ave S, Federal Way, Wa 98003",47.2994051,-122.3220645,(206)-686-5221,https://www.picawa.org/,Thursday,2/4/2026,foodbank244
food bank,Praisealujah,Praisealujah,open,General Public,"13609 1St Ave S, Burien, Wa 98168",47.4809242,-122.3370002,(206)-251-8971,https://praisealujah.org/community-based-services,Sunday,2/5/2026,foodbank245
food bank,Praisealujah,Praisealujah,open,General Public,"20832 International Blvd, Seatac, Wa 98198",47.4144935,-122.2965291,(206)-251-8971,https://praisealujah.org/community-based-services,Saturday,2/5/2026,foodbank246
food bank,Praisealujah,Praisealujah,open,General Public,"25440 Pacific Hwy S, Kent, Wa 98032",47.3729828,-122.2999657,Not Available,Not Available,Unknown,2/5/2026,foodbank247
food bank,Praisealujah,Freedom Church of Seattle,open,General Public,"7817 S 125Th St, Seattle, Wa 98178",47.4904973,-122.2347174,Not Available,https://freedomchurchofseattle.weebly.com/,Unknown,2/5/2026,foodbank248
food bank,Praisealujah,North Hill Christian Church,open,General Public,"908 S 200Th St, Des Moines, Wa 98198",47.4234868,-122.3228325,(206)-878-4740,https://www.northhillchristian.org/free-food-friday/,Friday,2/5/2026,foodbank250
meal,Rainier Vista Boys & Girls Club,Rainier Vista Boys & Girls Club,open,Youth and Young Adults,"4520 Mlk Wy, Seattle, Wa 98108",47.5626423,-122.2937256,(206)-436-1890,https://positiveplace.org/clubs/smilow-rainier-vista,Unknown,2/5/2026,foodbank251
meal,Renton Technical College,Renton Technical College,open,Contact Agency for Any Eligibility Requirements,"3000 Ne 4Th St, Renton, Wa 98056",47.4892601,-122.1762473,(425)-235-2352,https://www.rtc.edu/,Unknown,2/5/2026,foodbank252
food bank,Restore and Repair Outreach,Restore and Repair Outreach,open,General Public,"12629 Renton Ave S  Suite F, Seattle, Wa 98178",47.4904151,-122.239492,(206)-650-9649,https://www.restorerepairmissionaryoutreach.org/,"Wednesday, Friday",2/5/2026,foodbank253
food bank,Skykomish,Skykomish,open,General Public,"108 W Old Cascade Hwy, Skykomish, Wa 98288",47.7088797,-121.3764638,(206)-399-2687,https://skykomishfoodbank.org/,Friday,2/5/2026,foodbank254
meal,St. Dunstan's Episcopal Church,St. Dunstan's Episcopal Church,open,General Public,"722 N 145Th St, Shoreline, Wa 98133",47.7347114,-122.349521,(206)-363-4319,https://sdchp.org/,Tuesday,2/5/2026,foodbank255
meal,St. Martin De Porres Shelter,St. Martin De Porres Shelter,open,Contact Agency for Any Eligibility Requirements,"1561 Alaskan Way S, Seattle, Wa 98134",47.5885034,-122.3385348,(206)-323-6341,https://www.ccsww.org/stmartin,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",2/5/2026,foodbank256
meal,St. James Cathedral,Cathedral Kitchen,open,General Public,"804 9Th Ave, Seattle, Wa 98104",47.607646,-122.3259157,(206)-264-2091,https://www.stjames-cathedral.org/outreach/kitchen.aspx,"Monday, Tuesday, Wednesday, Thursday, Friday",8/12/2025,foodbank257
meal,Sound Generations,South Park Senior Citizens,open,Older Adults 55+ and Eligible Participants,"8201 10Th Ave S, Seattle, Wa 98108",47.5296153,-122.320528,(206)-909-0346,https://www.spseniors.org/,"Monday, Wednesday, Friday",8/5/2025,foodbank258
food bank,Urban Food Systems Pact,Urban Food Systems Pact,open,General Public,"12643 Renton Ave S Seattle, Wa 98178",47.4900561,-122.2389931,(425)-728-0455,https://app.vomo.org/org/urban-food-systems-pact/profile,Unknown,2/5/2026,foodbank259
meal,Vedic Cultural Center,Vedic Cultural Center,open,Contact Agency for Any Eligibility Requirements,"13668 Se Eastgate Way, Bellevue Wa 98005",47.5809349,-122.1583137,(425)-452-6800,https://bellevuewa.gov/city-government/departments/city-managers-office/office-housing/homelessness-bellevue/eastside-mens-shelter,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",2/5/2026,foodbank260
meal,Vedic Cultural Center,Vedic Cultural Center,open,General Public,"1420 228Th Ave Se, Sammamish, Wa 98075",47.5963216,-122.0345073,(206)-979-8002,https://vedicculturalcenter.org/,"Sunday, Saturday",2/5/2026,foodbank261
meal,Vedic Cultural Center,Vedic Cultural Center,open,Contact Agency for Any Eligibility Requirements,"16305 Ne 87Th St, Suite 110 Redmond, Wa 98052",47.6794762,-122.1223595,Not Available,Not Available,Unknown,2/5/2026,foodbank262
meal,Vedic Cultural Center,Vedic Cultural Center,open,Contact Agency for Any Eligibility Requirements,"5034 University Way Ne Seattle, Wa 98105",47.6660333,-122.3126175,Not Available,Not Available,Unknown,2/5/2026,foodbank263
meal,West African Community Council,West African Community Council,open,Contact Agency for Any Eligibility Requirements,"6322 44Th Ave S, Seattle, Wa 98118",47.5453084,-122.2778957,Not Available,https://www.waccofseattle.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",2/5/2026,foodbank264
meal,YMCA of Greater Seattle,YMCA of Greater Seattle,open,Contact Agency for Any Eligibility Requirements,"909 4Th Ave, Seattle, Wa, Seattle, 98104",47.6054636,-122.3327052,Not Available,https://www.seattleymca.org/social-impact-center/youth-young-adults/drop-in-services,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",2/5/2026,foodbank265
meal,YMCA of Greater Seattle,POPYs Caf�,open,General Public,"4514 20Th Ave Ne, Shoreline, Wa 98155",47.734046,-122.3070896,Not Available,https://www.seattleymca.org/blog/supporting-our-community-during-time-increased-food-insecurity,Wednesday,2/5/2026,foodbank266
meal,YMCA of Greater Seattle,Pantry of Hope,open,General Public,"10828 Se 248Th St, Kent, Wa 98030",47.3797615,-122.1953258,Not Available,https://www.seattleymca.org/blog/supporting-our-community-during-time-increased-food-insecurity,Friday,2/5/2026,foodbank267
